film name,year,genre,rating,sentiment
Guardians of the Galaxy,2014,Comedy ,1,-0.077494916
Guardians of the Galaxy,2014,Comedy ,5,-0.346589802
Guardians of the Galaxy,2014,Comedy ,5,-0.304949735
Guardians of the Galaxy,2014,Comedy ,7,-0.043934784
Guardians of the Galaxy,2014,Comedy ,6,0.067648116
Guardians of the Galaxy,2014,Comedy ,6,0.3368207564637329
Guardians of the Galaxy,2014,Comedy ,6,-0.276957029
Guardians of the Galaxy,2014,Comedy ,4,-0.317033614
Guardians of the Galaxy,2014,Comedy ,10,0.364135674
Guardians of the Galaxy,2014,Comedy ,1,-0.20859144
Guardians of the Galaxy,2014,Comedy ,8,0.6673022756532178
Guardians of the Galaxy,2014,Comedy ,9,0.1581578364777059
Guardians of the Galaxy,2014,Comedy ,4,-0.178994303
Guardians of the Galaxy,2014,Comedy ,10,-0.32996323
Guardians of the Galaxy,2014,Comedy ,3,-0.651639853
Guardians of the Galaxy,2014,Comedy ,9,0.4546237223779868
Guardians of the Galaxy,2014,Comedy ,10,0.9756549280259741
Guardians of the Galaxy,2014,Comedy ,8,0.25251150233043457
Guardians of the Galaxy,2014,Comedy ,10,0.6850903731424607
Guardians of the Galaxy,2014,Comedy ,8,0.238333609
Guardians of the Galaxy,2014,Comedy ,8,0.285419218
Guardians of the Galaxy,2014,Comedy ,10,0.30973496258369754
Guardians of the Galaxy,2014,Comedy ,10,0.4055082674204537
Guardians of the Galaxy,2014,Comedy ,9,0.4871644036279788
Guardians of the Galaxy,2014,Comedy ,9,0.4871644036279788
Guardians of the Galaxy,2014,Comedy ,9,-0.01592452
Guardians of the Galaxy,2014,Comedy ,8,0.46666071898698536
Guardians of the Galaxy,2014,Comedy ,8,0.14260227850344268
Guardians of the Galaxy,2014,Comedy ,10,0.26455903233603084
Guardians of the Galaxy,2014,Comedy ,10,0.091029758
Guardians of the Galaxy,2014,Comedy ,8,0.30068519494586826
Guardians of the Galaxy,2014,Comedy ,9,0.081752235
Guardians of the Galaxy,2014,Comedy ,4,-0.391150987
Guardians of the Galaxy,2014,Comedy ,10,0.1072268217231582
Guardians of the Galaxy,2014,Comedy ,7,0.27436781729914417
Guardians of the Galaxy,2014,Comedy ,9,0.424569172
Guardians of the Galaxy,2014,Comedy ,10,0.441581802
Guardians of the Galaxy,2014,Comedy ,8,0.1122494499237961
Guardians of the Galaxy,2014,Comedy ,10,0.7173010545256662
Guardians of the Galaxy,2014,Comedy ,8,1.356240544819113
Guardians of the Galaxy,2014,Comedy ,9,0.6077127128185608
Guardians of the Galaxy,2014,Comedy ,9,0.5242747443131149
Guardians of the Galaxy,2014,Comedy ,Null,0.21541052535706215
Guardians of the Galaxy,2014,Comedy ,8,0.2096911783700871
Guardians of the Galaxy,2014,Comedy ,9,0.645507558
Guardians of the Galaxy,2014,Comedy ,8,0.16988308162187118
Guardians of the Galaxy,2014,Comedy ,10,0.6453880608454333
Guardians of the Galaxy,2014,Comedy ,10,0.8287088499913166
Guardians of the Galaxy,2014,Comedy ,7,0.2626661213068425
Guardians of the Galaxy,2014,Comedy ,1,-0.250315594
